,Artiste,Titre,Catégorie,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
737, Drake,Hotline Bling,rnb,0wwPcA6wtMf6HUMpIRdeP7,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,267067,4
738, Chris Brown,Yo (Excuse Me Miss),rnb,1zpu1PZ8ecmcX525Z3X8cl,0.605,0.633,1,-5.899,0,0.251,0.119,0.0,0.225,0.592,87.26,229040,4
739, Rihanna,Love On The Brain,rnb,5oO3drDxtziYU2H1X23ZIp,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,3
740, Michael Jackson,Remember the Time,rnb,4jnFqNWeJCeCRHc4HCdxfd,0.831,0.921,5,-2.383,0,0.0582,0.153,0.00224,0.305,0.795,108.002,239227,4
741, The Weeknd Daft Punk,Starboy,rnb,7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453,4
742, The Weeknd,Call Out My Name,rnb,09mEdoA6zrmBPgTEN5qXmN,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3
743, Jhené Aiko,Triggered (freestyle),rnb,3PAptX72PPmjj1Igms0zjo,0.471,0.411,0,-9.5,1,0.295,0.81,0.0,0.135,0.363,89.484,211227,1
744, Kehlani Ty Dolla $ign,Nights Like This (feat. Ty Dolla $ign),rnb,6ZRuF2n1CQxyxxAAWsKJOy,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,201788,4
745, Bryson Tiller,Blame,rnb,6S5dMjMifQYmyTu1mX4f8P,0.73,0.38,11,-8.558,0,0.0988,0.0319,4.93e-05,0.12,0.323,114.973,127029,4
746, H.E.R. Daniel Caesar,Best Part (feat. Daniel Caesar),rnb,4OBZT9EnhYIV17t4pGw7ig,0.473,0.371,4,-10.219,0,0.0405,0.795,0.0,0.109,0.413,75.208,209400,4
747, Drake,Redemption,rnb,4cRBqWBjuccCowYVHFlXK6,0.694,0.314,0,-7.82,1,0.116,0.611,2.07e-06,0.117,0.341,119.905,333947,4
748, Drake Pimp C dvsn,Faithful,rnb,2qLcJOLrh6Djda4uLbldSA,0.536,0.449,1,-10.499,1,0.103,0.11,1.49e-05,0.284,0.171,99.889,290133,4
749, Alex Isley,About Him,rnb,3eDRjkhT93bg7Kjp66uXPw,0.718,0.236,1,-13.623,0,0.105,0.77,0.00497,0.123,0.43,83.113,287060,4
750, Summer Walker A Boogie Wit da Hoodie,Stretch You Out (feat. A Boogie wit da Hoodie),rnb,4Qxn47gWPSucovKrMyRf1z,0.64,0.519,1,-6.757,0,0.188,0.25,0.0,0.0883,0.252,103.359,143493,4
751, Jacquees,Who's,rnb,7AgcqeRnfXaniwk5gJoqO4,0.693,0.573,10,-7.652,0,0.22,0.0142,0.0,0.0372,0.457,129.931,185893,3
752, Meek Mill Ella Mai,24/7 (feat. Ella Mai),rnb,6irE4Fbjbry3czv7mTxVSB,0.657,0.711,0,-5.355,1,0.374,0.0135,0.0,0.221,0.368,86.957,221522,4
753, Jhené Aiko,P*$$Y Fairy (OTW),rnb,48KXAIruJ07kJVCWOGohMV,0.572,0.519,2,-7.092,0,0.212,0.536,0.0,0.102,0.35,128.331,181860,4
754, Tory Lanez,Say It,rnb,2Gyc6e2cLxA5hoX1NOvYnU,0.546,0.529,11,-10.511,0,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,237787,4
755, French Montana Swae Lee,Unforgettable,rnb,3B54sVLJ402zGa6Xm4YGNe,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4
756, Kendrick Lamar SZA,All The Stars (with SZA),rnb,3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4
757, Tory Lanez,LUV,rnb,16Ah4QqH4mgYVXqfC4mdSd,0.539,0.528,11,-8.113,0,0.252,0.0108,0.0,0.117,0.252,190.169,228640,4
758, The Weeknd,Heartless,rnb,57vxBYXtHMk6H1aD29V7PU,0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,200080,4
759, Ty Dolla $ign The Weeknd Wiz Khalifa Mustard,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",rnb,7t2bFihaDvhIrd2gn2CWJO,0.805,0.33,1,-8.712,0,0.1,0.22,0.0,0.105,0.211,121.97,242983,4
760, Tory Lanez Chris Brown,The Take (feat. Chris Brown),rnb,0Odu228D0yGcFySGuxU4rY,0.464,0.547,7,-8.137,0,0.339,0.0511,0.0,0.155,0.423,67.003,221492,4
761, The Weeknd,Save Your Tears,rnb,5QO79kh1waicV47BqGRL3g,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4
762, Jeremih Ty Dolla $ign,Impatient,rnb,3WjyiSbfR74pjWXQ3IaFKJ,0.697,0.4,5,-5.888,0,0.0511,0.106,0.0,0.102,0.443,179.007,245520,4
763, Jeremih,oui,rnb,0PJIbOdMs3bd5AT8liULMQ,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521,238320,5
764, PARTYNEXTDOOR Drake,Come and See Me (feat. Drake),rnb,1wZqJM5FGDEl3FjHDxDyQd,0.717,0.347,11,-10.265,0,0.0636,0.0511,2.43e-06,0.087,0.0589,84.987,235477,4
765, PARTYNEXTDOOR Drake,LOYAL (feat. Drake),rnb,3LnJM1B5Mjgx5LfT9plXUU,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,4
766, Bryson Tiller Drake,Outta Time (feat. Drake),rnb,4SCnCPOUOUXUmCX2uHb3r7,0.714,0.582,5,-7.272,0,0.0808,0.0129,0.0,0.0774,0.338,92.819,198822,4
767, DJYung$avage,Just Might,rnb,6BL1i9Pm5EFClOUGyVtbxW,0.517,0.317,4,-9.399,1,0.0859,0.574,0.0,0.0968,0.156,82.99,250183,4
768, Summer Walker,Deep,rnb,3LfHBTYZBTqmz43tvVXJBd,0.646,0.335,3,-9.915,0,0.247,0.626,1.3e-05,0.107,0.419,167.927,92093,4
769, Ella Mai,Not Another Love Song,rnb,5XqDJFVCyRTm5J7cIfRmR1,0.499,0.612,4,-5.947,0,0.127,0.171,4.99e-05,0.0993,0.218,157.218,217801,4
770, The Weeknd,Snowchild,rnb,3WlbeuhfRSqU7ylK2Ui5U7,0.55,0.611,0,-7.475,1,0.137,0.162,6.88e-05,0.121,0.243,148.062,247187,4
771, Jhené Aiko H.E.R.,B.S. (feat. H.E.R.),rnb,63wx9vdskaXbYxyDx4oJCZ,0.617,0.525,8,-10.426,0,0.12,0.554,1.1e-06,0.135,0.377,135.781,212867,4
772, Drake Chris Brown,Not You Too (feat. Chris Brown),rnb,3Q4gttWQ6hxqWOa3tHoTNi,0.458,0.452,9,-9.299,0,0.047,0.342,1.94e-05,0.0703,0.316,86.318,269680,4
773, Post Malone Justin Bieber,Deja Vu,rnb,0H8XeaJunhvpBdBFIYi6Sh,0.62,0.69,7,-6.508,1,0.0493,0.0931,0.0,0.131,0.331,133.935,234213,4
774, Jhené Aiko Big Sean,None Of Your Concern (feat. Big Sean),rnb,75MSZRbAbQuzfUV3Pefvut,0.437,0.517,9,-9.329,0,0.225,0.856,0.0,0.109,0.373,82.757,259387,4
775, PnB Rock,My Ex,rnb,3DkSirQyz93TaxZ0f0DloI,0.411,0.523,9,-7.063,1,0.259,0.754,0.0,0.137,0.532,81.793,170393,4
776, Drake,Time Flies,rnb,5H4mXWKcicuLKDn4Jy0sK7,0.864,0.477,10,-5.786,1,0.224,0.201,0.0,0.182,0.5,86.46,192932,4
777, Kaash Paige,Love Songs - Bonus,rnb,6qL5UWxRSQYml9O99ozoLv,0.641,0.355,5,-10.599,1,0.0906,0.831,0.000855,0.11,0.453,120.032,148640,4
778, Drake,Summer Games,rnb,0w1ZtnzQmtmuuoKxHT0pLL,0.776,0.482,1,-11.268,1,0.0356,0.481,0.0457,0.11,0.128,136.015,247893,4
779, Chris Brown Tyga ScHoolboy Q,Bitches N Marijuana (feat. ScHoolboy Q),rnb,3PiLfzEXHrvT1oJKR8PAJt,0.559,0.535,3,-8.136,0,0.274,0.337,0.0,0.105,0.62,96.989,254693,4
780, Ella Mai Chris Brown,Whatchamacallit (feat. Chris Brown),rnb,1YLfaRr3QIW1fF3nvDO0gX,0.656,0.616,5,-4.668,1,0.0392,0.17,0.0,0.219,0.269,98.871,179411,4
781, Russ,Ain't Nobody Takin My Baby,rnb,6VnqGxiMNexOe0kRmIsBw4,0.696,0.57,0,-9.084,1,0.557,0.673,3.02e-06,0.098,0.329,76.976,189231,4
782, Yxng Bane,Rihanna,rnb,7JX3QwGypWvFff9Ij1pTTN,0.553,0.484,11,-9.757,0,0.224,0.146,0.0,0.0915,0.772,130.252,207158,5
783, Ella Mai,Boo'd Up,rnb,0At2qAoaVjIwWNAqrscXli,0.561,0.779,10,-5.107,0,0.0531,0.0862,0.0,0.078,0.235,81.965,256064,4
784, Swae Lee Drake,Won't Be Late (feat. Drake),rnb,2sqsNXfN0HtgDEgaHXiUTa,0.915,0.588,7,-6.302,0,0.0677,0.0824,0.000169,0.104,0.329,123.936,218710,4
785, Drake,Blem,rnb,2XlHu0HcujBCkWMdIAvrqt,0.726,0.535,7,-7.804,0,0.0476,0.0533,1.38e-05,0.0984,0.375,98.067,216558,4
786, Trippie Redd,Romeo & Juliet,rnb,6jT3etAOkvMUw0zsEw5QnR,0.609,0.37,0,-13.933,1,0.0712,0.664,0.086,0.328,0.352,119.806,208000,4
787, Ella Mai,A Thousand Times,rnb,3ZzKKSPEOIfaSqkZ0cwXtN,0.654,0.472,4,-8.928,0,0.161,0.0793,0.0,0.0921,0.445,145.692,237244,4
788, Chris Brown Young Thug,Go Crazy,rnb,1IIKrJVP1C9N7iPtG6eOsK,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,176960,4
789, Jacquees,B.E.D.,rnb,1B6TmCvKjC4dopBohVW51x,0.739,0.536,1,-6.501,1,0.0587,0.00368,0.0,0.0968,0.193,122.022,236147,4
790, Drake,Summer Games,rnb,4HG1YiGBseVKzjyKcmAJen,0.776,0.482,1,-11.269,1,0.0357,0.477,0.0456,0.11,0.134,136.008,247893,4
791, Drake Static Major Ty Dolla $ign,After Dark (feat. Static Major & Ty Dolla $ign),rnb,3mvYQKm8h6M5K5h0nVPY9S,0.687,0.429,2,-13.075,1,0.192,0.0407,0.0,0.142,0.336,141.966,289560,4
792, Kendrick Lamar Zacari,LOVE. FEAT. ZACARI.,rnb,6PGoSes0D9eUDeeAafB2As,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,213400,4
793, Drake Future,Desires (with Future),rnb,7eYAHC0RbBF9eaqWzT34Aq,0.812,0.506,5,-7.706,0,0.116,0.281,0.0,0.325,0.554,145.074,237946,4
794, Jeremih YG,Don't Tell 'Em,rnb,0Dc7J9VPV4eOInoxUiZrsL,0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052,266840,4
795, Drake,Final Fantasy,rnb,44Du2IM1bGY7dicmLfXbUs,0.5,0.449,0,-10.977,1,0.442,0.422,7.96e-06,0.115,0.104,144.206,219960,1
796, 50 Cent,Best Friend,rnb,7jdzEA44GdSp4laVCF3Ztw,0.549,0.636,10,-3.923,0,0.376,0.395,0.0,0.0974,0.661,182.363,251547,4
797, Drake Michael Jackson,Don’t Matter To Me,rnb,36ONiya0OANYknz0GgJmwB,0.825,0.317,10,-12.39,1,0.0583,0.497,0.0128,0.11,0.136,103.001,245787,4
798, Michael Jackson,Love Never Felt So Good,rnb,0S5EEpFAHcT7cm5XOASc29,0.634,0.87,5,-5.277,1,0.0362,0.083,0.0,0.18,0.514,116.967,235400,4
799, Drake,Do Not Disturb,rnb,2KvHC9z14GSl4YpkNMX384,0.618,0.693,7,-5.943,0,0.45,0.246,0.0,0.112,0.454,170.982,283551,4
800, GASHI French Montana DJ Snake,Creep On Me,rnb,1MUL6DO2gVimj2YrVedubd,0.449,0.597,9,-4.401,0,0.14,0.347,1.03e-05,0.197,0.505,134.598,194777,5
801, Destiny's Child,Say My Name,rnb,2gSyc23Hua25fqSFpgAh6W,0.522,0.676,5,-3.571,0,0.16,0.274,0.0,0.134,0.746,67.427,271333,4
802, Jessica Mauboy,Been Waiting,rnb,3a0Qs1ZqkjTVne2XJuSGQw,0.677,0.684,9,-4.377,0,0.0428,0.149,0.0,0.0451,0.783,113.996,228787,4
803, Nelly City Spud,Ride Wit Me,rnb,3Gf5nttwcX9aaSQXRWidEZ,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,291782,4
804, Rihanna JAY-Z,Umbrella,rnb,2Y2ud3awMZHDxOCpDebiv3,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,4
805, Sisqo,Thong Song,rnb,60e1nB8fP9h4Yw44sIfeQx,0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549,253733,4
806, Faith Evans,Love Like This,rnb,7MQywXGHEev7JmwwIzMcao,0.767,0.551,0,-7.328,1,0.0616,0.00364,0.0,0.0451,0.796,100.904,275707,4
807, Aaliyah,Try Again,rnb,1XRP3YAk85HKboqEkCMXla,0.798,0.629,6,-5.8,0,0.272,0.0876,0.0,0.0914,0.712,93.023,284000,4
808, K-Ci & JoJo,All My Life,rnb,2EAC4DlyUFDdi1VwnmfU7n,0.629,0.511,1,-8.651,1,0.0326,0.114,3.91e-06,0.0588,0.181,128.038,331240,4
809, Aaradhna Savage,They Don’t Know,rnb,6KGdfLjDhhpcmzaYLFQROC,0.741,0.478,9,-7.06,1,0.0359,0.0779,0.0,0.15,0.479,97.037,239987,4
810, Ja Rule Ashanti,Always On Time,rnb,3J4YoloryJCieZ9kapS1oL,0.84,0.706,5,-6.104,0,0.2,0.208,0.0,0.241,0.839,96.673,245133,4
811, Justin Timberlake,Cry Me a River,rnb,7Lf7oSEVdzZqTA0kEDSlS5,0.624,0.653,8,-6.582,0,0.176,0.575,0.0,0.104,0.565,73.884,288333,4
812, Shakaya,Stop Callin' Me,rnb,0uaB8avevQNDd32qEqh6mx,0.786,0.726,0,-5.852,0,0.0543,0.202,0.0,0.103,0.957,88.998,218493,4
813, Beyoncé,Naughty Girl,rnb,0CPLnPUUHh44vAzDSM5ZlR,0.735,0.466,6,-8.65,0,0.0857,0.239,6.24e-06,0.102,0.643,99.973,208600,4
814, Dru Hill,How Deep Is Your Love,rnb,60NvAO9lx0KmBNAVHIlWN6,0.729,0.434,3,-9.111,0,0.079,0.0473,1.23e-05,0.314,0.743,94.411,243360,4
815, Salt-N-Pepa En Vogue,Whatta Man,rnb,7sJN693sYKEIEMu7fc5VnJ,0.757,0.544,5,-10.722,1,0.219,0.154,6.07e-05,0.226,0.921,173.208,308360,4
816, Ne-Yo,Sexy Love,rnb,10aWGOqSDBqvNzJ9NeKDbK,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02,220853,4
817, Drake,Best I Ever Had,rnb,1PWnjvzT5Jhpfnh96DRNDh,0.441,0.904,1,-2.636,1,0.359,0.102,0.0,0.196,0.529,161.74,258800,4
818, CDB,Let's Groove,rnb,2ADU49RKktDsdPj0vKqJ6j,0.833,0.683,4,-5.44,0,0.0778,0.127,0.000157,0.101,0.916,126.184,256520,4
819, Shaggy Rik Rok,It Wasn't Me,rnb,1lzr43nnXAijIGYnCT8M8H,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,227600,4
820, Big Pun Joe,Still Not a Player (feat. Joe),rnb,5PG3h38oiQLEJlOuOvIs80,0.902,0.614,4,-6.529,0,0.289,0.184,0.000742,0.0867,0.862,94.069,236907,4
821, Montell Jordan,This Is How We Do It,rnb,18oJFvFIaJRvWYahAzyFm5,0.797,0.692,1,-7.327,1,0.0676,0.0145,0.0,0.437,0.759,103.662,239387,4
822, Selwyn,Rich Girl,rnb,6B5vBKtJPOPrS2kMOZPKey,0.74,0.567,8,-5.283,0,0.0702,0.0327,0.0,0.402,0.916,90.094,238933,4
823, Janet Jackson,That's The Way Love Goes,rnb,29rQJydAlO0uMyWvRIZxQg,0.703,0.7,5,-6.789,1,0.0693,0.302,0.471,0.0718,0.582,97.675,265107,4
824, LL Cool J,Phenomenon,rnb,0iwO2WH67dKodZwMdbIIx3,0.862,0.606,7,-8.136,1,0.276,0.000331,4.87e-06,0.0706,0.485,105.972,244733,4
825, Fugees,Killing Me Softly With His Song,rnb,1MAqR81Tz28IIqMJ2KUDAO,0.765,0.29,4,-17.117,0,0.139,0.0279,1.02e-06,0.571,0.506,92.409,298773,4
826, Bone Thugs-N-Harmony,Tha Crossroads,rnb,0UUSebzzrC8hKiVcX8fBsz,0.684,0.434,4,-9.791,1,0.0618,0.0824,0.0,0.256,0.555,144.273,222667,4
827, Jennifer Lopez Ja Rule Cadillac Tah,Ain't It Funny - Murder Remix,rnb,28pCepAdwvCSfqdoVWDw67,0.789,0.744,8,-2.673,1,0.139,0.37,0.0,0.112,0.77,89.399,229827,4
828, The Notorious B.I.G. Mase Diddy,Mo Money Mo Problems,rnb,61G2UTjb89PhHGgUssVHHz,0.778,0.808,6,-8.27,0,0.085,0.0353,0.0,0.276,0.853,104.496,253000,4
829, OMC,How Bizarre,rnb,46q5BtHso0ECuTKeq70ZhW,0.772,0.705,0,-6.255,1,0.0411,0.247,0.0,0.23,0.834,124.908,225700,4
830, 50 Cent Nate Dogg,21 Questions,rnb,70FCugJxa7XW04Np6iYJdI,0.646,0.813,6,-3.846,0,0.299,0.349,9.37e-05,0.0427,0.895,92.729,224440,4
831, Tweet Missy Elliott,Oops (Oh My) [feat. Missy Elliott],rnb,5Y0E3dOeynKuLDAXu0t0Bg,0.66,0.536,10,-8.786,0,0.29,0.233,0.00669,0.111,0.775,159.963,237800,4
832, Dante Thomas,Miss California,rnb,4KKS2W54dyq5flTmdLpF7z,0.743,0.59,6,-12.662,0,0.0852,0.000877,0.0,0.342,0.726,100.015,228075,4
833, Fat Joe Ashanti,What's Luv? (feat. Ashanti),rnb,2eSJflipjhSKLExuSwuFrO,0.829,0.688,8,-7.652,1,0.0978,0.0142,2.05e-06,0.0461,0.869,93.857,230400,4
834, Akon Eminem,Smack That,rnb,3qKGvSu1inEZKwYQnMavNA,0.94,0.743,5,-5.166,0,0.0475,0.317,0.0,0.0909,0.932,118.988,212360,4
835, Mase,All I Ever Wanted,rnb,4TqAoRSW8kOKfO4y5R0GLy,0.717,0.386,9,-7.052,0,0.13,0.0554,5.16e-06,0.0353,0.863,205.006,242507,4
836, Ché-Fu,Fade Away,rnb,6IwTZB5S5s2nAlfd8WpLFx,0.817,0.664,6,-7.612,0,0.0387,0.124,0.00378,0.173,0.729,107.805,246173,4
837, Chris Brown,She Ain't You,rnb,3dhvQUA0NyrAea4vQ7X6Gn,0.634,0.716,2,-6.502,1,0.128,0.0341,0.0,0.0877,0.619,91.039,248107,4
838, Mary Mary,Shackles,rnb,0W2xX8viuvDNrvZjG6IdtX,0.79,0.678,7,-7.744,1,0.155,0.0357,0.0,0.169,0.854,100.436,198480,4
839, Mýa,Case Of The Ex (Whatcha Gonna Do),rnb,3G6hxSp260RzGw4sOiDOQ3,0.772,0.688,1,-4.715,0,0.0405,0.0548,9.79e-05,0.0725,0.348,98.0,236907,4
840, Jessica Mauboy Flo Rida,Running Back (feat. Flo Rida),rnb,2HAk4odx3V0xWcGsfnNZlX,0.483,0.914,8,-3.735,1,0.38,0.0202,0.0,0.124,0.362,172.024,224973,4
841, Aaradhna,Down Time,rnb,2i8s0XiKcSNBkGfiSns6wc,0.487,0.4,1,-6.2,0,0.118,0.0676,0.0,0.181,0.538,84.801,214693,4
842, Rihanna,Rude Boy,rnb,5hlWtrnVUyAze5WkxF9P56,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,222920,4
843, The Pussycat Dolls Busta Rhymes,Don't Cha,rnb,24kGngQeXHt0uhffKpq0zj,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-06,0.127,0.549,120.002,272080,4
844, Pharrell Williams JAY-Z,Frontin' (feat. Jay-Z) - Club Mix,rnb,0iFOG4Ki9aDmJUYUFHQlPG,0.894,0.404,9,-5.913,0,0.13,0.453,1.57e-06,0.0801,0.759,102.009,236507,4
845, Nivea Jagged Edge Mystikal,Don't Mess with My Man,rnb,4XllTqziquZd2VfKKaTVSs,0.649,0.832,11,-4.11,0,0.323,0.163,0.0,0.368,0.922,199.894,232907,4
846, Timbaland Keri Hilson D.O.E.,The Way I Are,rnb,2bLqfJjuC5syrsgDsZfGmn,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,179120,4
847, King Kapisi,Screems from Da Old Plantation,rnb,1DPMqbabMHKm8bN04arwK8,0.842,0.703,8,-8.043,1,0.206,0.229,0.0,0.112,0.811,95.019,286533,4
848, Zhané,Hey Mr. DJ,rnb,4Mm3eNo7eb6SM5TS6yLvwJ,0.859,0.502,2,-9.809,1,0.0575,0.0227,0.00286,0.0646,0.876,101.304,252533,4
849, Monica,Angel of Mine,rnb,1AM1o0mKbgAK5oMpY8B3Z7,0.592,0.562,10,-6.869,0,0.0239,0.00373,3.23e-05,0.223,0.208,90.16,250173,4
850, Samantha Jade,Step Up,rnb,5AQ5px3n4yZHwtCyoo5kQD,0.457,0.915,6,-2.232,1,0.238,0.117,2.65e-06,0.339,0.551,101.654,205613,4
851, Jamelia,Superstar,rnb,4xvwKfyhPOejBsxWBfVrIq,0.801,0.645,1,-6.917,1,0.0363,0.0434,0.0,0.0695,0.839,110.011,216213,4
852, Jason Derulo,Whatcha Say,rnb,7xkQdy0cy5ymoWT7nedvLz,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,221253,4
853, Plies Ne-Yo,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",rnb,0exb0K7vsjf5bXWLJJhAuF,0.648,0.801,5,-7.24,0,0.167,0.154,0.0,0.339,0.807,78.946,240760,4
854, Bruno Mars,That's What I Like,rnb,0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4
855, T.I. Rihanna,Live Your Life - feat. Rihanna,rnb,6Ldj81kZ3F1kt7RMEBJfPw,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,338853,4
856, Brandy Ray J,Another Day in Paradise - R&B-Version,rnb,7rBzAkopTL4baeJGCFU7M4,0.7,0.787,6,-5.176,0,0.0327,0.00666,3.68e-05,0.0724,0.556,102.043,271627,4
857, Nesian Mystik,Nesian Style,rnb,4TvugnXc76DHnzKzZoTDkP,0.814,0.713,11,-5.06,0,0.142,0.327,0.0,0.104,0.731,98.527,210173,4
858, Estelle Kanye West,American Boy (feat. Kanye West),rnb,41on8RwRh22IHcChAN2gm8,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,284733,4
859, Amerie,1 Thing,rnb,1mnqraQ8oV8MX92rdOFLWW,0.612,0.961,10,-3.078,0,0.333,0.107,4.17e-05,0.0413,0.867,129.873,238760,5
860, Groove Theory,Tell Me,rnb,2lp8xjq0WTm3HZKHuDEweg,0.8,0.361,6,-10.849,0,0.0635,0.0355,3.75e-06,0.0668,0.887,93.059,236067,4
861, Iyaz,Replay,rnb,4E5P1XyAFtrjpiIxkydly4,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,182307,4
862, Color Me Badd,I Wanna Sex You Up,rnb,2iKqwKmrqwSkuqCJHp6uqO,0.535,0.703,2,-5.438,1,0.101,0.00398,4.67e-06,0.0637,0.472,201.856,246360,4
863, Lucy Pearl,Don't Mess With My Man,rnb,2J2hVpwVV25EK8Bvd3OgCK,0.904,0.655,6,-5.102,0,0.087,0.111,0.000167,0.0779,0.83,106.005,217667,4
864, Kelly Rowland,Work - Freemasons Radio Edit,rnb,4h9TZLHS7AZ30pt5c1o5Em,0.753,0.885,3,-5.509,0,0.0394,0.0504,0.000958,0.366,0.863,102.785,191693,4
865, Deni Hines,Its Alright,rnb,4oX4WNqPhgKQrl5W4tdt7V,0.66,0.88,11,-5.338,1,0.0375,0.0808,3.48e-06,0.15,0.862,103.395,213360,4
866, T-Pain Yung Joc,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),rnb,4gFXY5yvHayGckJndafYQE,0.693,0.547,1,-8.127,1,0.114,0.0111,0.0,0.0677,0.612,80.028,227960,4
867, Nicki Minaj,Your Love,rnb,6X7xF5He9mB9vFsu56NAe1,0.488,0.529,11,-10.176,1,0.255,0.00249,0.00226,0.413,0.196,126.186,245253,5
868, B.o.B Bruno Mars,Nothin' on You (feat. Bruno Mars),rnb,59dLtGBS26x7kc0rHbaPrq,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993,268320,4
869, 3LW,No More (Baby I'ma Do Right),rnb,5zn1hpm9N0ylKB7kOtpCw2,0.721,0.723,2,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.761,88.933,263440,4
870, Fabolous Tamia,Into You,rnb,1gK44E1qutim2h5vZD0yI5,0.724,0.551,7,-8.383,0,0.0321,0.201,0.0,0.0761,0.622,91.897,276880,4
871, SWV,Right Here - Human Nature Radio Mix,rnb,5u3FywQOPJ5O7ZAjm31cnq,0.601,0.74,9,-5.043,0,0.0573,0.0299,0.332,0.0937,0.672,94.013,226800,4
872, Keri Hilson Kanye West Ne-Yo,Knock You Down,rnb,3OWcWJz1c0pIc6L3IDDhpP,0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155.165,326187,4
873, Miguel,Adorn,rnb,5hJFhO9dvhJoDvUZZ9iWSw,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147,4
874, Diana King,Shy Guy,rnb,3ldG6XCLDXxWg1N6XhrSKo,0.714,0.825,11,-5.447,0,0.0751,0.0128,0.000569,0.049,0.751,94.074,258560,4
875, Kandi,Don't Think I'm Not,rnb,487Dyzs7Xbbk4hIWYyYT80,0.859,0.622,11,-8.196,1,0.0445,0.0661,0.0,0.0394,0.433,134.007,243533,4
876, Lil Wayne Static Major,Lollipop,rnb,5jnxxpX2834SB6LJ0S73Uz,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,299333,4
877, Boyz II Men,End Of The Road,rnb,3l3xTXsUXeWlkPqzMs7mPD,0.64,0.427,5,-9.29,0,0.0241,0.0664,0.0,0.0579,0.529,149.703,351467,3
878, Led Zeppelin,Whole Lotta Love - 1990 Remaster,rock,0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4
882, Jimi Hendrix,All Along the Watchtower,rock,2aoo2jlRnM3A0NyLQqMN2f,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,4
891, AC/DC,Back In Black,rock,08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
900, The Rolling Stones,"Paint It, Black - Mono",rock,1RJeiAIwR9pZBgJA8ndZLL,0.505,0.836,5,-7.384,0,0.101,0.0103,0.0771,0.295,0.764,159.669,204480,4
